parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk,dist_transit_ft,transit_15min_walk,dist_to_hospital_ft,hospitals_15min_walk,total_popE,median_incomeE,per_cap_incomeE,PCBACHMORE,PCTPOVERTY,dist_to_nearest_school_ft,schools_within_15min_walk,age,age2,cooks_d,fitted,residual
282026500,2024-01-20,14.66495268918727,3,0.6931471805599453,6.892641641172089,19132,1,5,4,172,2688738.05780956,252528.07262371,4999,7.600018269386403,4,5.455633979178323,171,8.976556112712677,0,4415,47102,9.974365313169566,10.287648054145516,15.605889014722536,6.963714452456083,16,110,9.401043372798052,0.002144906881938814,11.088397967969392,3.576554721217878
888570089,2024-03-01,9.210440366976515,2,1.0986122886681098,7.1180162044653335,19152,1,4,4,347,2729090.63852157,280089.10969312,1575,8.713561837279272,0,5.057111410912738,52,8.425245367988424,0,7628,75765,10.517483294790637,32.03383596910629,9.98951232302045,8.168812751095643,2,60,8.188966863648876,0.002105146511685778,12.730750301727042,-3.520309934750528
072011100,2024-05-22,14.680541679094103,3,0.6931471805599453,6.9440872082295275,19140,1,4,5,195,2702556.59382072,253501.32034913,8468,6.829684366492385,5,5.658379390374159,146,7.99637388990406,1.0986122886681098,4615,23031,9.575122364808813,7.934382323401406,43.64030335861322,6.355807887070226,16,80,8.764209507142004,0.002090164023581113,11.520192313002234,3.1603493660918693
193064000,2024-05-08,14.45736497045232,3,0.6931471805599453,6.6293632534374485,19140,1,4,4,195,2701228.87830031,254947.83845347,6263,7.286374556263561,4,6.22328330996997,128,7.930856928534549,0.6931471805599453,3901,28205,9.475700145423472,7.791609036422314,60.88182517303255,6.290800576590106,18,105,9.30801139914963,0.0020633140128758286,11.31633386676571,3.1410311036866103
421034100,2024-12-06,15.01860327512709,3,0.6931471805599453,6.99117688712121,19120,1,4,4,289,2706234.2288539,260968.55311805,3376,7.427764607045282,2,6.05299923728,88,8.46617664566948,0,4015,31434,9.910612112478423,5.637467476149176,32.07970112079701,6.976451591947853,13,85,8.885440911707585,0.002043437623700518,11.74952021940683,3.269083055720261
421583800,2024-12-06,15.01860327512709,3,0.6931471805599453,7.0909098220799835,19120,1,3,4,289,2707073.59266073,261357.42504372,3228,7.775347684752824,2,5.725272206302917,82,8.251881821805567,0.6931471805599453,6431,38759,9.777981017296408,13.568376068376068,36.40180376302286,7.528105486468191,6,95,9.107864580386948,0.002032396472969084,11.762943574109581,3.2556597010175095
433301700,2024-04-24,15.048726872113876,3,0.6931471805599453,6.904750769961838,19140,1,4,4,197,2699826.7515114,259117.93116313,5232,7.446140052929755,1,5.350328442683328,184,8.450466811835593,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,5.208337098310103,18,100,9.210440366976515,0.0019711448988872647,11.715581895317746,3.3331449767961305
433062600,2024-04-24,15.048726872113876,3,0.6931471805599453,6.966967138613983,19140,1,4,4,197,2700256.20373648,258368.5219008,5009,7.830070257753405,1,6.141686172321797,163,8.302923544097466,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,6.403105153687167,19,85,8.885440911707585,0.0019362547563541966,11.74801483186775,3.3007120402461263
381139400,2024-05-22,14.64233861997473,3,0.6931471805599453,7.29776828253138,19132,1,4,4,172,2690337.89122406,253045.30584122,5929,7.12250324813213,2,6.853453826470007,158,8.738086078382391,0,4415,47102,9.974365313169566,10.287648054145516,15.605889014722536,6.9595218118378686,14,85,8.885440911707585,0.001933451922279696,11.298116456214984,3.344222163759745
161192900,2024-04-24,15.048726872113876,3,0.6931471805599453,6.932447891572509,19132,1,3,5,167,2694101.05495757,251371.70092072,9146,7.620518005133661,4,5.1278977975133655,183,8.394304714259736,0,3501,38973,9.947217315397454,12.28316924519456,29.44872893459012,6.784363562192451,14,110,9.401043372798052,0.0019285592077841413,11.442869104908674,3.6058577672052023
432296900,2024-01-20,14.66495268918727,3,0.6931471805599453,6.957497370876951,19140,1,4,4,198,2699281.55673565,257467.51287605,5725,7.916635658197486,3,6.077301210379118,187,8.10730266890436,1.0986122886681098,6456,37574,9.62839259558982,16.176470588235293,22.25836431226766,7.084421823816418,18,85,8.885440911707585,0.0019262202560070712,11.611589666796064,3.0533630223912054
433122700,2024-04-24,15.048726872113876,3,0.6931471805599453,7.01301578963963,19140,1,4,4,197,2699257.94851515,258606.43579505,5697,7.433694882034279,1,5.601940659709665,182,8.271970493976967,0.6931471805599453,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,6.587965188865285,19,90,8.999742789830492,0.0019160660679703072,11.762921237963736,3.2858056341501407
281041100,2024-01-20,14.66495268918727,3,0.6931471805599453,7.005789019253503,19132,1,5,4,169,2689916.9248744,250040.79347755,7635,7.079186535412545,4,5.3829595330819915,178,8.951894609060394,0,3356,27479,10.34586301466439,6.957287538529282,28.87365911799762,6.3464485883605946,14,110,9.401043372798052,0.0019139828002015136,11.145615451494624,3.519337237692646
