parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
888140206,2024-06-28,145000,2,1,626,2007,19123,1,4,4,131,2696982.61612356,240540.10644221,6374,949.7166714169227,3
012033100,2024-06-27,420000,2,2,1000,1920,19147,1,4,2,28,2696058.40340506,228395.91091438,4760,1547.562276707191,11
411211000,2024-06-02,175000,3,1,1230,1930,19135,1,4,4,323,2723378.13091773,262515.90894721,4292,1270.174812040528,7
351213300,2024-06-24,185000,3,1,1128,1925,19120,1,4,4,305,2709396.98762023,268814.03152154,2207,2050.143654561138,2
213184600,2024-05-30,274900,2,1,980,1925,19128,1,4,4,212,2678722.41707973,265753.11441505,1299,2259.051820659505,1
041013000,2024-06-27,100000,3,1,896,1925,19139,1,4,4,94,2674482.18113765,239839.78861713,8578,1454.3743121571406,3
532107900,2024-06-27,125000,3,1,1472,1943,19111,1,4,4,310,2716903.4142084,270888.58019397,4013,2462.573854099146,3
273077900,2024-06-20,137000,4,1,1510,1940,19143,1,4,4,74,2679118.55506697,231751.66962279,3523,670.2510578787256,2
662320200,2024-06-26,320000,3,1,1254,1965,19154,1,4,4,362,2744793.80626215,281888.95845564,721,2390.5167466290277,1
141295800,2024-06-25,405000,4,2,2433,1915,19123,1,4,3,132,2695390.02022739,240638.59607463,6684,1680.423439278576,4
532194600,2024-06-26,276000,3,1,1188,1950,19111,1,4,4,310,2716163.60138357,272530.70322205,3506,2231.291295140876,2
888112324,2024-06-24,199000,1,1,658,1900,19103,1,3,4,4,2690099.00390656,236117.88070664,7965,2697.3725002055326,1
082139000,2024-05-24,2650000,5,5,4772,1850,19103,1,3,3,8,2689938.18533055,234664.1460813,7839,1916.4728468651385,3
314146100,2024-06-19,109000,3,1,988,1875,19125,1,4,4,378,2706434.97221881,245218.74898779,2415,1802.9601289651873,4
091045000,2024-06-12,950000,6,2,3715,1920,19119,1,3,3,256,2686074.98702022,278876.76894197,1445,4543.255094422717,0
642188800,2024-06-24,290000,3,2,1592,1925,19136,1,4,4,331,2728212.93588065,268909.08218446,3694,1547.9316050904124,4
663453400,2024-06-21,290000,2,1,920,1970,19154,1,4,4,363,2746361.85430714,288476.27959855,1667,1898.0975945969278,1
073118500,2024-02-13,103000,3,1,980,1945,19134,1,4,4,192,2704056.71647665,254604.04386547,8266,1023.4247300257183,5
662551300,2024-05-31,340000,3,1,1440,1965,19154,1,4,4,362,2742995.26950489,287813.0338778,1147,2985.2120919455647,2
213221930,2024-06-12,1850000,5,3,3264,1950,19129,1,4,4,208,2683284.12810065,259599.40625004,793,2272.6677727047213,1
011272500,2024-06-21,610000,3,2,2064,1920,19147,1,2,2,27,2696806.98622547,227832.66597788,4804,1281.4640440006758,9
041155000,2024-01-31,45000,3,1,975,1925,19139,1,4,4,102,2674967.32025923,241015.76690821,8452,1390.6093689789736,5
021115100,2024-06-12,400000,2,1,1108,1915,19147,1,4,3,24,2695376.36507098,230494.43952571,5064,1145.501172969453,11
012336300,2024-06-13,250000,3,1,1260,1920,19148,1,4,4,28,2694469.66937782,227185.55408314,5146,847.0557169715443,9
151061910,2024-06-11,840000,4,3,2736,1920,19130,1,3,3,135,2691969.04380165,242646.88569322,7617,779.4366586958453,4
251359700,2024-06-17,150000,3,1,1258,1920,19134,1,4,4,180,2708758.38784756,248397.98541147,3952,1002.7677032841302,6
663068500,2024-06-26,325000,3,1,1360,1973,19154,1,4,4,363,2743381.51840431,292536.80264546,750,2816.22663259536,3
888150524,2024-06-28,700000,2,2,1876,1960,19130,1,4,3,134,2689365.90268248,241250.35206896,4350,2194.8794836392885,5
262120700,2024-05-30,270000,3,1,1266,1920,19145,1,4,4,38,2689585.34023573,224597.67802531,4754,1741.8102489343562,4
888150564,2024-06-28,580000,2,2,2028,1960,19130,1,4,3,134,2689365.90268248,241250.35206896,4350,2194.8794836392885,5
041216000,2024-06-25,68000,4,2,1676,1925,19131,1,3,2,102,2674103.32198723,242026.79539797,8267,1173.0729406551554,4
552354400,2024-06-13,180000,3,1,1120,1950,19135,1,4,4,320,2724427.4365619,264549.37896164,4699,329.90362633570106,7
392046000,2024-05-06,175000,2,1,840,1920,19148,1,4,4,42,2696377.07960498,225548.07868356,5227,804.010390528025,5
622430400,2024-06-27,100000,2,1,660,1920,19124,1,4,4,298,2719475.39101981,259989.22994547,4455,1585.6940425831663,4
352161900,2024-06-24,209000,3,1,1120,1950,19111,1,4,4,305,2708896.26552457,271931.92718863,1458,1545.8318216903217,1
152256000,2024-06-25,600000,3,2,2001,2013,19130,1,3,3,135,2691774.77220856,242195.86297321,7282,619.2904154266037,3
232201900,2024-06-14,192000,3,2,1280,1925,19124,1,4,4,300,2716998.22208965,260269.92196938,5620,982.1951999876658,4
471318600,2024-06-12,205000,6,3,1530,1915,19121,1,4,4,147,2692811.30589664,246452.16449997,8712,1315.9404937348218,5
171000900,2024-06-10,75000,3,1,1160,1925,19141,1,5,5,280,2695738.40666972,263992.32495764,4205,1520.1325171693845,2
321055200,2024-06-24,90000,3,1,1128,1915,19121,1,4,4,153,2694100.0680829,248456.99776064,8782,1181.9294849033959,7
223097800,2024-06-17,862500,5,2,5875,1925,19119,1,4,3,237,2685917.18845131,272643.43495196,2313,1687.5919382204356,3
211010600,2024-05-08,360000,3,1,1276,1930,19127,1,4,3,209,2679249.76740298,260121.66242339,928,3112.966765637062,3
394324801,2024-06-25,389000,3,2,1348,1925,19148,1,4,2,40,2692387.4711144,223922.61014971,4608,1838.9464192822802,5
021179100,2024-06-07,302000,2,1,868,1920,19147,1,4,2,25,2696685.2400779,229675.33847363,4320,540.2825100548416,11
121103200,2024-06-25,124000,4,1,1655,1900,19144,1,2,2,245,2691819.86857507,265175.69299771,4567,1774.224660456186,3
621369400,2024-06-25,120000,3,1,1080,1940,19124,1,4,4,302,2715323.00168681,263528.17660771,4623,954.6018286735026,4
421448600,2024-06-21,171900,3,2,1080,1942,19120,1,4,2,289,2705916.09628806,260308.19748338,3318,1831.4782310372293,2
132216700,2024-06-21,177500,4,1,1486,1940,19140,1,4,4,204,2694535.92744739,261452.38351521,4256,1708.8428068756893,3
552370100,2024-06-17,205000,3,1,1176,1950,19135,1,4,4,320,2723917.85195115,264008.77177513,4628,617.5283784258867,7
406578700,2024-06-14,299000,3,2,1480,1965,19142,1,4,2,61,2675324.74605356,221460.14886729,3046,799.9022487898537,2
562392400,2024-06-18,345000,3,3,1047,1956,19152,1,4,4,337,2725104.78100772,281524.5346438,1267,4556.202316269926,0
022182900,2024-06-14,677500,3,2,1860,1991,19147,1,4,4,18,2695927.1077359,231812.77415939,6591,932.0819750041912,10
888305034,2024-06-14,475000,2,3,2128,1915,19146,1,2,2,14,2692401.02686156,232059.51218297,9032,1035.288106316873,8
405818205,2024-06-24,235000,3,2,1320,1965,19153,1,4,4,55,2669451.64329848,216632.14080679,950,1332.4687172043887,2
122090600,2024-06-17,235000,3,2,969,1925,19138,1,4,2,247,2693343.29433398,270801.07872854,4036,941.1225231905535,4
888580418,2024-05-29,220000,2,2,1203,1980,19115,1,4,4,356,2728959.28740631,290984.43239063,916,570.7130430030835,1
521267200,2024-06-18,975000,6,4,3600,1925,19131,1,4,3,120,2675188.75583997,251309.6875933,1266,1645.6495990002843,1
361275800,2024-06-13,366000,3,2,1236,1923,19146,1,4,2,20,2688820.20692348,230445.03870589,4929,891.3811153205797,5
364107500,2024-06-05,350000,3,1,1438,1920,19145,1,4,2,32,2688365.89418381,227817.14337114,5055,1772.8460609247911,6
422199800,2024-06-21,148900,3,1,1120,1930,19120,1,4,4,286,2702443.69181556,264215.79071805,5393,2142.71758636117,3
301367300,2024-06-20,946750,3,2,1632,1915,19146,1,2,2,14,2691030.54010123,232179.32526354,7494,398.4283490965706,7
371102700,2024-06-11,30000,3,1,1260,1920,19133,1,4,4,164,2698223.25045331,250276.65488246,7409,2095.759234627551,6
281380100,2024-06-26,87500,5,1,2110,1915,19132,1,4,4,172,2689194.57887815,252297.01173413,5909,1999.5892426504388,3
453113100,2024-06-10,280000,3,1,1160,1925,19137,1,4,3,184,2719747.67558023,254602.43067971,953,511.5388036501485,1
281158500,2024-06-28,45000,3,1,990,1915,19132,1,4,4,172,2689010.28790815,252571.8445178,5593,1820.1083893245855,3
051215060,2024-06-27,1285000,4,3,2880,2006,19147,1,4,3,10,2698203.28658248,232530.34785546,4017,1581.4216101224404,6
888035968,2024-06-21,1350000,2,2,2464,1900,19103,1,4,4,8,2689027.0152369,234911.62458897,6284,1121.9142253489829,2
888140022,2024-05-31,235000,1,1,1034,1900,19123,1,4,3,376,2694084.22395448,239624.97638272,9435,2341.7725988583597,3
652098800,2024-06-10,186000,3,1,1152,1964,19136,1,4,4,349,2736767.25997931,272022.77904105,1219,1782.3194250531712,1
411191000,2024-06-13,75000,3,1,1824,1950,19124,1,4,4,298,2720406.40195306,260578.49943621,3997,720.6437457788919,5
522139400,2024-06-13,160000,5,2,3672,1925,19131,1,4,4,118,2672807.53684914,249185.88901938,1770,2111.592421729103,3
663363600,2024-06-18,286000,3,1,1225,1965,19154,1,4,4,363,2747478.85929097,288721.75679788,1420,2451.264334032214,1
123116300,2024-05-30,409000,3,3,2140,1870,19144,1,3,2,242,2690740.52263665,264219.70048714,4847,2489.957993487938,3
021074920,2024-06-20,1000000,4,3,2736,1915,19147,1,3,3,24,2694002.07123165,231159.7593893,7071,326.48966140165226,10
057014200,2024-06-24,410000,3,2,1260,1920,19123,1,4,3,142,2701121.88277939,241923.74540721,4392,1943.6427678166556,6
301316900,2024-06-26,715000,3,2,1656,1925,19146,1,2,2,19,2691641.40469314,231176.57103546,6269,994.2987074718071,10
451365900,2024-06-26,245000,3,1,838,1920,19134,1,4,4,379,2709974.89000773,249489.99602272,4435,758.9651552662139,6
551214600,2024-06-26,245000,3,1,1440,1950,19149,1,4,4,315,2723605.39817972,266675.82352763,5050,2241.4004217968604,6
101079000,2024-06-25,274900,3,2,1466,1925,19126,1,4,2,266,2697461.12271248,277172.01775829,2294,2524.656484403838,2
393062700,2024-06-05,398000,3,2,1503,2024,19148,1,1,1,41,2695464.71463181,225209.19484688,5306,309.78157766333675,4
888064826,2024-06-21,527500,2,2,1304,1995,19147,1,3,4,366,2699982.32698764,231472.96808046,2033,2083.3711400382927,5
351189300,2024-06-25,300000,3,1,1620,1925,19120,1,4,4,305,2707901.83116172,269674.1607068,2175,2298.6543829107886,2
382169200,2024-06-18,165000,3,1,1263,1943,19132,1,4,4,170,2688150.52223922,254866.81105646,3470,1834.0291889779326,2
021193600,2024-06-16,495000,2,2,1260,1925,19147,1,2,2,25,2698587.47872747,229151.5901773,3413,228.20173084027584,5
888001364,2024-01-25,700000,2,2,908,2023,19118,1,1,1,387,2679958.53993556,281330.44284038,374,2047.8968418056515,1
351238800,2024-06-21,210000,3,1,1206,1940,19124,1,4,4,390,2712736.28704397,266641.29374105,3090,1839.266583431722,2
192080300,2024-05-30,78000,3,1,760,1925,19133,1,4,4,176,2701207.87407723,252041.3711693,8313,1990.6176233487356,5
211060200,2024-05-30,347500,4,2,1880,1910,19128,1,4,4,210,2678320.88638672,262020.8453048,1559,1853.5703268131447,2
331345400,2024-06-10,118500,3,1,1560,1920,19134,1,4,4,192,2707184.55110022,253426.9018628,9216,1636.1659617082091,4
072013900,2024-06-10,72000,2,1,918,1935,19140,1,4,4,195,2702648.04376906,254175.67136264,6864,251.59745867609746,5
663035500,2024-06-06,353000,3,2,1224,1962,19154,1,4,2,363,2743810.63467206,289994.99768971,1128,1696.9423232413537,3
451235100,2024-06-25,165000,3,1,1079,1920,19134,1,4,4,379,2711607.97237147,249391.77180971,2857,1063.8591962833893,5
212128030,2024-06-13,320000,3,1,1152,1940,19128,1,4,4,210,2678990.90538789,261410.95019913,1303,2191.9637384926195,2
211249520,2024-06-25,490000,3,2,1764,2010,19127,1,3,3,210,2677511.58846465,261602.58597071,1485,1068.155038352094,2
888660023,2024-06-14,112601,2,1,1222,1970,19114,1,4,4,353,2742440.80375031,279421.81804872,745,2174.005673045025,1
451290820,2024-06-07,350000,3,1,1224,1974,19134,1,4,4,379,2712857.26416422,250753.52696021,2760,1108.9429425261949,4
042235500,2024-06-28,55000,3,1,1062,1920,19131,1,4,4,95,2672796.13300057,241340.76002464,8357,861.078535526119,5
551028500,2024-06-10,257000,3,1,1200,1950,19149,1,4,4,316,2721306.76465364,265734.07967621,4632,709.7678871259551,6
421200700,2024-06-21,231000,3,1,1184,1930,19120,1,4,3,290,2706979.0226399,264996.78161013,3775,2040.864171965902,1
621396700,2024-06-20,150000,3,1,948,1950,19149,1,4,4,318,2716545.51367748,265046.26182613,4637,2103.645639758685,3
372039700,2024-06-10,58501,3,1,936,1925,19133,1,4,4,175,2699081.52432731,253378.79073855,7575,1204.4191720546082,5
482001700,2024-06-17,282000,2,3,1160,1920,19145,1,4,2,36,2684348.82446206,229165.9621958,2100,832.3613811139082,4
011395936,2024-06-05,650000,3,2,1809,2021,19148,1,1,1,28,2695637.71067689,226628.20808497,5339,1131.1307933554742,9
888092918,2024-06-11,284500,1,1,509,1900,19103,1,3,3,8,2691632.17242815,234933.68524039,11578,2617.3858422122626,3
401153600,2024-06-25,98000,3,1,960,1925,19142,1,4,4,66,2674720.72232723,226813.38323955,5303,1840.3213801161933,3
888310406,2024-05-07,415000,2,2,944,2017,19125,1,1,1,161,2702562.86414939,246113.32429838,5110,792.023004347237,6
322127900,2024-05-20,185000,3,2,977,1925,19121,1,3,2,152,2690613.71121047,247073.17736554,7739,1037.8077583874383,5
621146700,2024-06-21,138000,3,1,1176,1950,19149,1,4,4,318,2717389.52117582,265945.95654905,4799,2729.378474958748,4
365348705,2024-06-20,650000,4,2,2157,1915,19146,1,4,2,30,2691963.30562414,229154.89856963,5323,1541.4577875347322,10
273061500,2024-06-20,95000,3,1,1224,1940,19143,1,4,4,74,2680124.08094306,231185.55395713,2547,945.0737498790454,2
011054860,2024-06-21,850000,5,3,3237,2019,19147,1,1,1,27,2698408.7366309,227903.76852596,3412,626.1037618460987,6
411183500,2024-06-18,177000,3,1,960,1920,19135,1,4,4,325,2724892.13149865,263200.45285371,4109,1011.0806948700555,6
311268300,2024-05-30,539000,3,2,1665,1875,19125,1,2,2,160,2704923.29381172,247242.23673871,5684,986.4848111371524,4
262179900,2024-06-21,278000,3,2,1036,1920,19145,1,4,4,38,2688985.67050332,225113.63893563,4886,2105.3613742387943,5
161096101,2024-05-10,129100,3,1,1036,1915,19132,1,4,2,167,2694393.6836374,250201.35647663,8205,842.0131589852409,5
151146800,2024-06-07,735000,4,2,2022,1920,19130,1,4,3,134,2690305.09371749,240523.74295788,5180,1896.2993568911925,3
172119800,2024-06-14,205250,4,1,1520,1925,19141,1,4,4,281,2696736.37219349,265830.78519146,4136,3192.705704134807,5
651062700,2024-06-20,234900,3,1,1126,1950,19136,1,4,4,330,2729168.64886422,267483.27368438,3869,1665.5736725918998,4
651040600,2024-06-20,220000,3,1,1290,1953,19136,1,4,2,330,2729991.99236189,265956.1189303,3067,979.8767180738635,3
652118800,2024-06-18,234000,3,1,1152,1961,19136,1,4,4,349,2736667.02592781,272876.6917033,1176,1220.7148360468584,1
571251200,2024-06-28,305000,3,2,960,1956,19152,1,4,4,347,2728781.89373223,278091.86532804,1446,5017.623298367222,0
562446700,2024-06-28,430000,3,2,2330,1950,19115,1,4,4,345,2729308.03277181,284147.30662921,1486,4576.947373283275,0
502337000,2024-06-15,330000,3,2,1556,1950,19150,1,4,4,262,2690214.14376815,276761.75250271,2181,412.1500645804231,2
393317200,2024-06-28,240000,3,1,1070,1925,19148,1,4,4,41,2694508.0219914,225148.91970496,5276,1122.4914075196991,6
562440972,2024-06-12,370000,3,2,1000,1986,19115,1,4,4,345,2727166.1653364,283137.20267829,1700,6638.241794276357,0
561156420,2024-06-10,275000,2,1,880,1984,19111,1,4,4,336,2721111.51635648,277340.52627955,2149,2644.2018178172007,2
362033500,2024-06-24,180000,2,1,812,1923,19146,1,4,4,20,2686816.89760989,230879.88101205,3729,1408.6879063548404,6
482309800,2024-05-23,190000,3,1,1380,1920,19145,1,4,4,37,2687490.25026581,226004.1181258,4419,372.4686150166449,5
131430500,2024-04-09,50000,3,1,930,1930,19140,1,4,4,205,2692295.40600981,257807.83043689,4344,2404.107350707643,1
888084338,2024-06-17,435000,2,2,1055,1986,19103,1,4,4,3,2689896.6965684,237763.23896447,7065,3865.7123381474585,2
314063700,2024-06-12,345000,2,1,1158,1920,19125,1,4,2,160,2704625.16973606,246943.90170546,5448,1232.9699050293893,6
391020800,2024-05-15,170000,3,1,840,1905,19148,1,4,4,42,2697983.34870215,225710.39594422,4292,2418.04269044026,5
365245910,2024-05-10,695000,5,3,2574,2012,19146,1,3,3,22,2690893.85894415,230031.55823363,5381,857.7680423067359,7
021172300,2024-05-13,440000,2,2,1500,2016,19147,1,1,3,24,2693574.5038453,230425.22050405,5417,652.2091408846885,12
352046400,2024-05-15,195000,3,1,1160,1940,19149,1,4,4,390,2713605.99560639,266850.69096005,3434,2399.459155188448,2
888111358,2024-04-19,525000,2,2,1150,1900,19103,1,3,4,4,2689752.82579315,237260.37874971,6778,3357.360334686193,1
313204500,2024-05-10,420000,3,2,1502,1875,19125,1,4,3,161,2703271.93851864,247796.67755896,6451,2352.06460573936,5
562022900,2024-05-14,320000,4,2,1664,1950,19152,1,4,4,336,2722195.06668282,277468.0722843,2618,1582.9253255661151,2
021226600,2024-05-09,578000,3,2,1935,1920,19147,1,3,3,24,2695581.76361032,229611.70014946,4794,734.0586042778683,12
022329505,2024-04-23,425000,3,1,1360,1965,19147,1,4,4,18,2693568.28797849,231711.44824655,8150,655.34002874883,9
572056015,2024-04-19,295000,3,1,1296,1961,19136,1,4,4,348,2731909.40322523,276930.9473743,1038,4879.065841787388,0
152345500,2024-05-10,240000,3,1,1036,1920,19130,1,2,2,136,2687247.0250304802,243543.08731288,3917,1520.4779036804446,6
152341000,2024-05-13,590000,3,2,1460,1920,19130,1,4,2,136,2688210.33478364,243412.26113096,4432,1653.6301802300368,3
451048400,2024-05-06,230000,3,1,1384,1920,19134,1,4,3,379,2711767.06883806,249015.78765355,2496,1169.6140626477513,4
312058400,2024-05-15,300000,2,1,980,1875,19125,1,3,2,160,2703869.51868831,245378.02524404,4000,1877.9270259984828,5
888304824,2024-05-13,550000,2,2,1332,1920,19146,1,3,3,13,2688950.40023264,232360.37181747,4401,2204.604753863978,5
034079300,2024-05-08,240000,3,2,1260,1925,19143,1,3,2,65,2674348.73356989,230062.30718789,4704,1485.7335473155317,1
033145600,2024-05-13,150000,4,1,1522,1920,19143,1,4,4,82,2671355.37964848,233443.2863183,3331,2493.654942155146,3
522019100,2024-04-25,279900,4,3,1276,1925,19131,1,4,2,118,2673716.66199939,247055.9559433,4030,1832.1219710813486,4
552461400,2024-05-01,170000,3,1,1206,1950,19135,1,4,4,320,2723068.96027623,262736.40456921,4478,1084.1317530150511,7
012135950,2024-05-08,664000,3,3,1700,2018,19148,1,1,1,28,2695794.3993399,226853.94844714,5187,1372.8214999100423,9
411263400,2024-03-05,117500,3,1,1260,1920,19135,1,4,2,321,2722721.76576065,261491.81027363,4753,797.304770472501,6
888150676,2024-05-08,325000,1,1,1166,1960,19130,1,4,4,134,2689365.90268248,241250.35206896,4350,2194.8794836392885,5
313175060,2024-04-19,465000,2,2,1920,2006,19125,1,3,3,160,2704399.00089706,245704.02984138,3926,1903.7241523916928,5
381145500,2024-04-05,213000,3,1,1295,1940,19132,1,2,2,171,2690489.38534364,254142.55430289,5511,637.6767073467431,3
055016521,2024-05-01,465000,3,2,1530,2013,19123,1,4,3,367,2700032.88594164,238237.9597998,3198,2082.3231888156324,1
493101800,2024-04-24,215000,3,1,1136,1950,19141,1,4,2,282,2698945.24999356,266701.34348972,4707,1481.8367508456422,3
513253800,2024-05-10,254000,3,2,1024,1925,19143,1,4,2,71,2674779.52634348,231310.41755255,5090,2293.2899841133944,2
463052700,2024-05-10,310000,3,2,1560,1925,19143,1,4,2,81,2673121.81377965,235191.1745548,6012,1075.8064728328109,3
453440100,2024-02-29,145000,2,1,1104,1910,19137,1,4,4,380,2717162.84676039,256763.27019005,3602,1842.5743719254099,3
421348100,2024-05-10,199990,3,2,1428,1940,19120,1,4,4,289,2705525.16662373,263062.31992789,4165,1590.2017445375002,2
582242000,2024-05-10,480000,3,3,1283,1958,19116,1,4,2,358,2730338.54153757,297307.21731721,890,870.4673576545091,1
081071204,2024-05-02,3800000,5,4,4300,2024,19103,1,1,1,12,2688271.67455597,234322.6290478,4364,232.21172486743393,2
281034300,2024-03-25,55000,3,1,1248,1915,19132,1,4,4,169,2690345.87414773,250745.8186423,7649,1661.958400085345,3
291051600,2024-04-17,130000,3,1,1380,1925,19121,1,4,4,138,2689010.68423282,244566.66138121,5786,749.2075182198753,4
282033901,2024-04-29,90000,3,1,1390,1915,19132,1,4,4,169,2688552.00437589,251683.26853906,5187,2819.8948802435507,4
161239900,2024-02-13,52000,3,1,1042,1915,19132,1,4,4,167,2693815.42659181,250793.20109347,8518,1646.7567135286727,4
422326900,2024-05-03,195000,3,1,1204,1940,19120,1,4,4,286,2703907.07045048,264599.42840222,4800,2222.923067307586,3
421408500,2024-04-18,210000,3,2,1480,1940,19120,1,4,4,290,2706012.44091165,264763.97302063,4178,1628.5501002814033,2
111198500,2024-03-05,47501,3,1,994,1937,19132,1,4,4,201,2694899.23511973,253881.19951063,8328,2310.4750681791356,2
172519000,2024-05-07,125000,2,1,900,1920,19138,1,4,4,279,2694212.31064056,271041.52936313,4189,904.8137391282968,5
